,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.params.BRAKE_INTENSITY,point.params.TIME_BRAKE_BEHAVIOR,point.params.TIME_NORMAL_BEHAVIOR,rho
0,0.952414062855699,0.9468632089853057,0.9468632089853057,0.47818373987353857,0.7896795866908063,0.6899285549172895,0.5188335210637149,0.44906878400444206,0.44906878400444206,0.8838699575178403,0.856592459430889,0.856592459430889,0.009996116920341436,6.359920880973131,32.119941082698745,3.8546231420482435
1,0.9376571371891047,0.9371819447710932,0.9371760620578413,0.46406292161883655,0.46406292161883655,0.46406292161883655,0.6808359694311539,0.6443238998169042,0.5890064874376304,0.7661303965831614,0.7735109336959016,0.4260673317739174,0.727753459113746,6.798462705615605,31.579814952105792,3.853988686877675
2,0.739474856359381,0.2803642509346035,0.2803642509346035,0.5877763282655358,0.5237277342989377,0.46570957663570745,0.49366766899232817,0.49366766899232817,0.49366766899232817,0.9135337737218656,0.8956158134163816,0.8956158134163816,0.010664968928849938,3.331893612418504,36.65248467128425,3.8556873977911224
3,0.7975884138338809,0.7975884138338809,0.7975884138338809,0.28355732191680705,0.27225021315147635,0.27225021315147635,0.0646367347413161,0.0646367347413161,0.0646367347413161,0.5923166133406089,0.5710130581208323,0.5710130581208323,0.5354484498500295,8.583152424496904,5.901046573161099,0.6032590026565492
4,0.11113309925537862,0.11113309925537862,0.11113309925537862,0.6207075382503449,0.4804021573716084,0.34400602744086706,0.6795414253020997,0.6496383236481593,0.5994655169989891,0.11872010377647775,0.12822338573574726,0.11860121665083051,0.051335458198295256,2.0960327139677,16.084930854842952,3.852547534577874
5,0.7179541329291491,0.3488390288489477,0.3488390288489477,0.17518693611417893,0.1697212535942415,0.3100321255235174,0.40094573498093233,0.40094573498093233,0.40094573498093233,0.5888224437751917,0.5816109279023649,0.5816109279023649,0.9360761815894996,6.466439218410709,29.221868912644283,3.852627573867596
6,0.9438259230318407,0.9434416398248276,0.9334689694492728,0.5153689242257632,0.5153689242257632,0.5153689242257632,0.4652153234564208,0.6049818702295959,0.7337937757418159,0.29479490271202996,0.22510178703090394,0.2223371749783632,0.19897665230382372,7.200899119264302,26.959732193507957,3.853444314969993
7,0.10617163958371667,0.10617163958371667,0.10617163958371667,1.0,1.0,1.0,1.0,1.0,1.0,0.9055494926670531,0.4378699163314644,0.33232370408558176,0.7879200234196353,9.467401787632564,14.685032049628587,3.8547310893251163
8,1.0,1.0,1.0,0.859207081367289,0.8532986898352348,0.8532986898352348,0.8167709542808477,0.6274247947045614,0.26311022262920725,0.8304336623558577,0.7622436755218412,0.710374237096203,0.23930326510402314,1.5936302351955347,14.879236111020175,3.8530796464014294
9,0.12821002188701028,0.1571730369226942,0.09434889091952353,0.19041298939713563,0.19041298939713563,0.19041298939713563,0.9185801054400132,0.9090483164167461,0.9090483164167461,0.5368077460782794,0.5050009417508425,0.5005953329603616,0.6917715243224005,8.320736911630604,29.119015202400938,3.8543156062999424
10,0.75111819276283,0.75111819276283,0.75111819276283,0.7228776234345049,0.25789811553432673,0.25789811553432673,0.7328840345638973,0.3384895535619529,0.19435840709609753,0.4871456819073904,0.47879507723840004,0.46363245850754153,0.06649277385235597,3.499457394375065,23.862754809979325,3.853348040284522
11,0.15534563485944308,0.1430128902598896,0.12812891323018805,0.8014911011824396,0.8014911011824396,0.8014911011824396,0.9999999999999999,1.0,1.0,0.7547065743079551,0.7547065743079551,0.7547065743079551,0.8026399768828123,2.4155683997278254,11.357921685132911,3.85336244207386
12,0.04423555237737303,0.03977687402036317,0.03645732962157183,0.22052189722579194,0.22052189722579194,0.22052189722579194,0.1828680461973512,0.1828680461973512,0.1828680461973512,0.7382051354164667,0.7313387247749916,0.7313387247749916,0.3045225766967395,4.73935238294007,29.07537331181574,3.854496038933914
13,0.7864590431774039,0.7809793772426755,0.7774299056645266,0.24767176126390422,0.2043377274101381,0.1985632265604126,0.15384237400746753,0.35313697138203975,0.3483319917652239,0.33974873418842777,0.33974873418842777,0.33974873418842777,0.33356834793707346,6.8388123203580236,24.757058334835175,3.85299722819763
14,1.0,1.0,1.0,0.9524263280399548,0.951338300155331,0.951338300155331,1.0,1.0,1.0,0.7360930187209468,0.6286173733140529,0.6286173733140529,0.43533050913912713,8.894345531587252,22.461899957233364,3.854825153629423
15,0.11147310537783076,0.09150729776682584,0.09150729776682584,0.5389284974921807,0.45587338537527966,0.45587338537527966,0.40064877674934546,0.40064877674934546,0.40064877674934546,1.0,1.0,1.0,0.24262960930296967,7.7447390108051515,34.738312901148134,3.854830489274108
16,0.06072911287515073,0.06072911287515073,0.06072911287515073,0.23616288117398618,0.15355259998650658,0.15355259998650658,0.658646550706352,0.641559162295742,0.6211697488126792,1.0,1.0,1.0,0.15630898488784012,3.8211469613127846,24.27682587940184,3.85492041287712
17,0.22373218963298808,0.22373218963298808,0.22373218963298808,0.7363238708619325,0.7363238708619325,0.7363238708619325,0.8017699431073537,0.7372222287685739,0.7372222287685739,0.841809053190494,0.8119195757906529,0.808863275774506,0.579920902530048,1.872320641181752,21.530104778825745,3.8549232603867916
18,0.42976484156806294,0.42976484156806294,0.42976484156806294,0.2862894575011272,0.2862894575011272,0.2862894575011272,0.7756926100532318,0.35316566789130577,0.35316566789130577,1.0,1.0,1.0,0.9923234919351908,2.843514497190824,30.551993271096762,3.852697574549034
19,0.831784587992581,0.47299096264583695,0.47299096264583695,0.19756486279559152,0.19756486279559152,0.19756486279559152,0.2493973474854153,0.41290435389132063,0.274105067535189,0.7936545199148465,0.6588987023828494,0.49219977680102944,0.3563030783222619,6.2740681473270135,30.955083442818122,3.8549751094215283
20,0.3177137243443938,0.3177137243443938,0.3177137243443938,0.7217200545268563,0.3673398547579922,0.2909408950095165,0.5133272373098526,0.7804064005401529,0.6623999449606239,0.637204746665721,0.6405983599086027,0.5882865200515215,0.5402605325117349,4.258969025643321,36.13599058817923,3.739389672290491
21,0.9524960181613852,0.9460282366494833,0.9460282366494833,0.8551275715134901,0.4762921592778726,0.4762921592778726,0.7650781950863633,0.7650781950863633,0.7650781950863633,0.22351949055798942,0.21945583006248248,0.16569593700205565,0.1354831687180032,6.741859214082805,23.801504573100612,3.8534592991074597
22,0.6699406224402986,0.6699406224402986,0.6699406224402986,1.0,1.0,1.0,0.3486553755469115,0.3163373732380836,0.28834711463612317,0.7734628246907933,0.5542907085206272,0.3388571592322558,0.893150369517798,1.2246820679529502,22.52454008030644,3.852582219995825
23,0.19231398720639792,0.1927796730223423,0.19190110778093092,0.8414574476158582,0.8414574476158582,0.8414574476158582,0.8636974320171792,0.8636974320171792,0.8636974320171792,1.0,1.0,1.0,0.4146044490367947,2.8905590171719564,36.37846020000522,3.8553788291480906
24,0.9167363560803383,0.9053800278999926,0.9045830053962971,1.0,1.0,1.0,0.6478539580747201,0.36225948683321757,0.2160930665974481,0.0,0.0,0.0,0.004689984999062658,8.243609788315709,37.117697200254376,3.8546543246807206
25,0.8630196867123583,0.5984475053849936,0.535446911555922,0.6809513346590648,0.6034603249903939,0.5996904730306409,0.9496731933320106,0.9496731933320106,0.9496731933320106,0.8660580574163319,0.24396323768008643,0.24396323768008643,0.66463998623617,7.323285816353507,25.17022605972122,3.855104086319014
26,0.996192642082147,0.996192642082147,0.996192642082147,0.28446492755095754,0.7524043011518732,0.3858842536129022,0.940344163260748,0.9370520407030433,0.9370520407030433,0.08804505611862463,0.08804505611862463,0.08804505611862463,0.38588354329884955,7.22681964993931,6.673408719473121,0.2340100169451924
27,0.707579111081835,0.6820752541747205,0.43718939355835995,0.8990038294809537,0.8990038294809537,0.8990038294809537,0.7590792832369874,0.7249057470710383,0.6984894933411695,0.41798158478736336,0.39030736456482085,0.39030736456482085,0.316930091102234,1.78205760325414,36.299564655833365,3.8554835807378733
28,0.621493484120372,0.5852831673092772,0.5852831673092772,0.44285056438885984,0.44285056438885984,0.44285056438885984,0.8318574757501787,0.8148974651874108,0.8115289381037527,0.4321863256209564,0.6656963718030833,0.716577591651749,0.33911620800593134,6.735600324770135,12.416005737929577,3.852229363502353
29,1.0,1.0,1.0,0.8551647187947559,0.8006052736887616,0.35650342012275427,0.8732067983199394,0.8518531521140453,0.8416062156294097,0.6131612156870174,0.6131612156870174,0.6131612156870174,0.45304306842715425,5.48435835717117,28.212353464282177,3.8543903360839478
30,0.3206368598842927,0.3205470235284996,0.3205470235284996,0.18368836096102142,0.18049906955967457,0.1797524897285645,0.44989001373413057,0.44989001373413057,0.44989001373413057,0.9656761171609567,0.9656761171609567,0.9656761171609567,0.6503823445356136,3.416113212511113,16.667605738589,3.855250500598264
31,0.22764575698308387,0.6841080188186385,0.6571000411493897,0.8657826870824614,0.854218990390744,0.854218990390744,0.3930331678568459,0.3800231346340722,0.31489890111045177,0.1568311511770424,0.13985821703396834,0.13371066412585167,0.48440091693378495,6.208705873331546,28.10970459866798,3.8538572599856327
32,0.663009564820729,0.47453101710689816,0.462909083209879,0.6917887069424494,0.2582493150277807,0.1809428550467208,0.8799753518505362,0.8799753518505362,0.8799753518505362,1.0,1.0,1.0,0.41615467957971913,9.641868982920904,25.640945240206683,3.853447435615604
