,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.params.EGO_BRAKING_THRESHOLD,point.params.EGO_SPEED,rho
0,0.3077045936319767,0.3019787154186135,0.3019787154186135,0.6866791074050456,0.6141717355004505,0.5933065076343449,0.10690860234489231,0.10690860234489231,0.10690860234489231,0.6228324820198604,0.5439664222142063,0.5439664222142063,11.97764544250765,26.37277171990964,-0.7908340492557207
1,0.030886859199095618,0.030886859199095618,0.030886859199095618,0.38648506013382167,0.38648506013382167,0.38648506013382167,0.6686515663427239,0.6686515663427239,0.6686515663427239,0.7176651704121811,0.3173854991965107,0.3173854991965107,14.876141540468788,23.812109094448918,-0.7528047981314474
2,0.6263859972802879,0.6196045303805962,0.6187875336909183,0.5594105716544302,0.5594105716544302,0.5594105716544302,0.36546684350628733,0.6931991080005528,0.6419750580295636,0.7420708258805927,0.31062010873319335,0.31062010873319335,12.49645252495734,6.747282002704617,-0.8118178955392468
3,0.17105494351014058,0.1525624590255124,0.1488389951826439,0.914482038765277,0.9075722657098839,0.8997563599438465,0.62983939320311,0.62983939320311,0.62983939320311,0.5473672927966529,0.5473672927966529,0.5473672927966529,6.806829262612707,27.472287546528005,-0.7998745713462778
4,0.22907403081994673,0.19169597454420398,0.16637000364398616,0.606876586761768,0.606876586761768,0.606876586761768,0.336252074656443,0.36383452857503595,0.3058369438289148,0.45674289483851227,0.45674289483851227,0.45674289483851227,7.886303264024033,28.765395293612663,-0.8672886957817614
5,0.5928190163096422,0.44020851152828977,0.44020851152828977,0.48604328380629713,0.4320735725352996,0.4206281270476301,0.28590242037504376,0.813673040825047,0.5141978503999318,0.6398184362605603,0.5519424358828513,0.5126452653027445,5.063094871385139,6.475171276849651,-0.8372502120975893
6,0.6646161799787595,0.734521373541198,0.6106434591954155,0.052543922834730854,0.0431676912315705,0.0431676912315705,0.905081249087083,0.905081249087083,0.905081249087083,0.8819080023291141,0.8669045001885229,0.8669045001885229,5.0,2.0,-0.9322840614155936
7,0.8473473114470481,0.8200715705359805,0.8130638300438983,0.09638092060680088,0.09638092060680088,0.09638092060680088,0.7829388536756633,0.6160508197248946,0.4675475974687465,0.004022927912881903,0.004016846049021322,0.004012251453628312,5.0,2.0,-0.8477874329964274
8,0.7825974478897306,0.7761158830839048,0.7761158830839048,0.8558164994282467,0.794224497258895,0.794224497258895,0.47767057674064517,0.4219239648541948,0.4219239648541948,0.6154879550557335,0.6154879550557335,0.6154879550557335,5.0,2.0,-0.7444177846584772
9,0.7314866739114732,0.43436614358487136,0.43436614358487136,0.3401878119328005,0.33700638851382575,0.32848750549957867,0.08509932608162134,0.06706435016935534,0.06706435016935534,0.4714563696370916,0.4714563696370916,0.4714563696370916,5.0,2.0,-0.7720390538014588
10,0.870068712289753,0.870068712289753,0.870068712289753,0.9682349025228093,0.9599957331738609,0.9536015457579464,1.0,1.0,1.0,0.9577190454737855,0.9577190454737855,0.9577190454737855,5.105233034338292,2.1678016493819845,-0.7590795772426437
11,0.028038158484229532,0.027542656734585946,0.026971987483087538,0.9999999999999999,1.0,1.0,0.15277254522472644,0.11373605078639065,0.11373605078639065,0.6745154395901856,0.49155439922616795,0.39484998374653735,5.039064247640437,4.119895593464707,-0.7795170937215552
12,0.7997693309526688,0.5878488380224052,0.5878488380224052,0.21574316616505204,0.21574316616505204,0.21574316616505204,0.5541674212826895,0.5257614938860314,0.4896614119328748,0.0,0.0,0.0,7.909057713960626,23.908302954995694,-0.6779278263025148
13,0.975677681597497,0.975677681597497,0.975677681597497,0.6150339214686878,0.299881299576291,0.2538318407042438,0.3627520666917144,0.3170977479367862,0.3170977479367862,0.5557133437362817,0.5557133437362817,0.5557133437362817,12.974112597206318,21.022894932136772,-0.8693986652372256
14,0.4392716978356641,0.4392716978356641,0.4392716978356641,0.4643064472948004,0.44499083364098224,0.44499083364098224,0.23690274744219297,0.5518508279158892,0.4306322677401241,0.7983896600870056,0.7563664599892114,0.7546802429124654,12.906561779704148,13.082869037544803,-0.806865693524573
15,0.903523281625542,0.8967729547209827,0.8967729547209827,0.8637383599387297,0.38858987913743126,0.38858987913743126,0.6413417084868769,0.6413417084868769,0.6413417084868769,0.8228878885746023,0.8150911726220957,0.8150911726220957,10.824431245387018,10.632351247611314,-0.6634733048775301
16,1.0,1.0,1.0,0.4863976847433648,0.44826366939203877,0.32397706322527503,0.9443433467083181,0.9443433467083181,0.9443433467083181,0.6472309730653873,0.48054817655830306,0.2949453430583897,14.64093127029661,17.427113177278155,-0.7876285145795876
17,0.475141557087067,0.4138733834312947,0.390404960339326,0.8393683452477931,0.3991820231504463,0.35688077623679315,0.672329127021425,0.672329127021425,0.672329127021425,0.31387606806628515,0.31387606806628515,0.31387606806628515,14.65472302790428,8.847673129544994,-0.8075665800494862
