,c0_c1,c1_c2,c2_c3
0,7.000000000000008,7.000000000000008,7.000000000000008
1,7.003021264665755,7.000000024411422,6.999923730436333
2,7.017494226041377,7.000000024411422,6.99880983879862
3,7.049728417912997,7.000000024411422,6.996536278988705
4,7.103210473729153,7.000000024411422,6.993774437577932
5,7.177940393291673,7.000000024411422,6.990768455568876
6,7.274520898785951,7.000000024411422,6.987770102894618
7,7.39315798395333,7.000000024411422,6.984779379529187
8,7.534034754319696,7.000000024411422,6.981758138477582
9,7.697456385676256,7.000000024411422,6.978698750350663
10,7.883743312667888,7.000000024411422,6.97561647394755
11,8.093185452416291,7.000000024411422,6.972465532959438
12,8.326042204309006,7.000000024411422,6.969284074324006
13,8.582588226586548,7.000000024411422,6.9660720981056485
14,8.863105806937744,7.000000024411422,6.962814345497421
15,9.167846715430942,7.00000002442138,6.959526075339136
16,9.487983742543213,7.00000002442138,6.956222546436173
17,9.811874432462217,7.00000002442138,6.952873241237872
18,10.140007066794396,7.00000002442138,6.949485789154726
19,10.471847587889867,7.000000024431338,6.946060190192209
20,10.807487548358726,7.000000024431338,6.942611703163859
21,11.146698066490336,7.000000024441299,6.939132698671153
22,11.489509659886883,7.000000024451361,6.9356689530883
23,11.835945216649677,7.000000024451361,6.932121284316699
24,12.185211279687419,7.00000002445146,6.928764350583426
25,12.537468066026209,7.000000024450949,6.925125129423323
26,12.893142821905341,7.000000024451361,6.921463020229033
27,13.252136364776877,7.000000024451162,6.917778023012147
28,13.614273218049792,7.000000024441398,6.9141082848025555
29,13.979316870018408,7.000000024441,6.910415658600332
30,14.347145249993115,7.000000024441199,6.9067154032096605
31,14.717666804655002,7.000000024441,6.902992259887575
32,15.090744204490667,7.000000024441299,6.899253857961072
33,15.466224861188014,7.000000024441299,6.895500197457341
34,15.843971445142099,7.000000024441299,6.891754166533918
35,16.223808480064022,7.000000024431338,6.888000506339753
36,16.60553760167383,7.000000024431338,6.884231587410389
37,16.988983334409237,7.00000002442138,6.88045503904631
38,17.37439744847554,7.000000024411422,6.87667086110965
39,17.761886756038948,7.0000000243915155,6.872886683036197
40,18.150543359511733,7.000000024381564,6.86909487527455
41,18.54023755992982,7.000000024341782,6.865295437809406
42,18.930931210952043,7.000000024351725,6.861488370545593
43,19.32253276049484,7.000000024351725,6.85768893231245
44,19.71490487990586,7.000000024351725,6.853881864294284
45,20.107986534347923,7.000000024381564,6.850074795985068
46,20.501663283174828,7.000000024381564,6.846275356871039
47,20.895851203145558,7.000000024381564,6.842460658806806
48,21.290451112197385,7.000000024411422,6.838653590076277
49,21.685401975189553,7.00000002442138,6.834846521420415
50,22.080650386255392,7.000000024461227,6.831047082271065
51,22.476074274855712,7.000000024481162,6.827247643308885
52,22.871597346968944,7.000000024501106,6.823463463268377
53,23.26710516145809,7.000000024531038,6.819671654002409
54,23.66245275962315,7.000000024521058,6.815898918399974
55,24.05896765590787,7.000007653875738,6.812118553530731
56,24.465438912620574,7.000007653815955,6.80835726225702
57,24.894371107723085,7.0000076537859774,6.804607415126137
58,25.35038002577819,7.000011468473328,6.80085756797702
59,25.836059661600352,7.000022912565085,6.797122979578256
60,26.35078440515548,7.000011468543018,6.79352953477686
61,26.892486690298977,7.00001146855299,6.790145898263964
62,27.45893110357809,7.000011468592863,6.786964440624999
63,28.04787460180425,7.000022912704579,6.78397753251601
64,28.65827195651176,7.000022912704579,6.781028771389978
65,29.290035428244174,7.000022912654714,6.778087639698663
66,29.943100166401567,7.000022912634775,6.775150322734684
67,30.61732884180829,7.000022912575036,6.77221682051774
68,31.312755787326008,7.000026727212651,6.769287133018008
69,32.0293161540701,7.000026727143025,6.766384148419022
70,32.76697942544916,7.00002672710344,6.763473534435451
71,33.52566549360733,7.000026727113358,6.760570549836411
72,34.3053209533275,7.000030541860167,6.757671379934777
73,35.10591147244669,7.000030541889965,6.754787468822108
74,35.927353127170115,7.000030541979465,6.75191309441252
75,36.769603955205454,7.0000305420292515,6.7490425347102265
76,37.63259529109693,7.000030542069123,6.746189141145564
