,c0_c1,c1_c2,c2_c3,p1,p2,p3,p4
0,7.000000000000008,7.000000000000008,7.000000000000008,[118.49940495   1.81227389],[111.49940497   1.8116893 ],[104.499405     1.81110471],[97.49940502  1.81052012]
1,7.000000024411422,7.000000024411422,6.999923730436333,[118.49638367   1.81227231],[111.49638367   1.81168771],[104.49638367   1.81110311],[97.49645996  1.81051886]
2,7.000000024411422,7.000000024411422,6.99880983879862,[118.48191071   1.81227136],[111.48191071   1.81168675],[104.48191071   1.81110215],[97.48310089  1.81051838]
3,6.999969506793725,7.000000024411422,6.996284509049302,[118.44976044   1.81226981],[111.44979095   1.81168568],[104.44979095   1.81110108],[97.45350647  1.81051934]
4,6.999900841945451,7.000000024411422,6.993553185796519,[118.39653015   1.81226945],[111.39662933   1.8116889 ],[104.39662933   1.8111043 ],[97.40307617  1.81052279]
5,6.999794030186104,6.999992395006494,6.990493798739339,[118.32189178   1.8122716 ],[111.32209778   1.81169391],[104.32210541   1.81110942],[97.33161163  1.81052625]
6,6.999801659403324,6.999992395006494,6.987297082741357,[118.22557831   1.81227529],[111.22577667   1.81169975],[104.2257843    1.81111526],[97.23848724  1.81052852]
7,6.999816918006412,6.999992395007489,6.98411562552367,[118.10722351   1.81227875],[111.10740662   1.81170547],[104.10741425   1.81112099],[97.12329865  1.81053078]
8,6.99981691780182,6.999992395006494,6.980896021397879,[117.96662903   1.81228209],[110.96681213   1.81171131],[103.96681976   1.81112683],[96.98592377  1.81053245]
9,6.999824547002792,6.999992394976642,6.977623011573596,[117.80349731   1.81228471],[110.80367279   1.81171632],[103.80368042   1.81113219],[96.82605743  1.81053293]
10,6.999832176155411,6.99999239496769,6.974311854811688,[117.61751556   1.81228542],[110.61768341   1.81172001],[103.61769104   1.81113601],[96.64337921  1.8105315 ]
11,6.9998398053294535,6.999992394947817,6.970947292302983,[117.40838623   1.81228387],[110.40854645   1.81172121],[103.40855408   1.81113744],[96.43760681  1.81052756]
12,6.999847434465436,6.999992394927938,6.967552212263315,[117.17584229   1.81227887],[110.17599487   1.81171942],[103.1760025    1.81113589],[96.20845032  1.81052017]
13,6.99985506359445,6.999992394908054,6.964118985267266,[116.9196167    1.81226945],[109.91976166   1.81171334],[102.91976929   1.81113005],[95.95565033  1.81050837]
14,6.999877951503579,6.999984765493217,6.960647611337152,[116.63943481   1.81225491],[109.63955688   1.81170225],[102.63957214   1.8111192 ],[95.67892456  1.8104912 ]
15,6.999877951240844,6.9999847654733625,6.957115202245852,[116.33500671   1.81223416],[109.33512878   1.81168485],[102.33514404   1.81110203],[95.37802887  1.81046784]
16,6.999885580346793,6.999984765453516,6.953575163765795,[116.00613403   1.81220579],[109.00624847   1.81166017],[102.00626373   1.81107759],[95.0526886  1.8104372]
17,6.999900838885607,6.999984765423761,6.949989348881208,[115.65255737   1.81216931],[108.65265656   1.81162691],[101.65267181   1.81104469],[94.7026825   1.81039858]
18,6.999908468040095,6.999984765403935,6.946373016390086,[115.27403259   1.81212342],[108.27412415   1.81158412],[101.2741394    1.81100214],[94.32776642  1.81035066]
19,6.999916097233508,6.999984765394025,6.942741425080387,[114.87033844   1.81206763],[107.87042236   1.81153095],[100.87043762   1.81094909],[93.92769623  1.8102926 ]
20,6.999916097023831,6.999984765374211,6.939064057385605,[114.4412384    1.81200075],[107.44132233   1.81146681],[100.44133759   1.81088519],[93.50227356  1.81022394]
21,6.999923726236361,6.999984765354704,6.9353485426193116,[113.98653412   1.81192231],[106.98661041   1.81139076],[99.98662567  1.81080937],[93.05127716  1.81014442]
22,6.999923726101797,6.999984765334507,6.931610139614227,[113.50602722   1.81183207],[106.50610352   1.8113023 ],[99.50611877  1.81072116],[92.57450867  1.81005311]
23,6.999923726020682,6.999984765304542,6.927948030451844,[112.99952698   1.81173027],[105.99960327   1.81120157],[98.99961853  1.81062078],[92.07167053  1.80995071]
24,6.999931355378667,6.999984765294737,6.924621614497973,[112.46752167   1.81161642],[105.46759033   1.8110882 ],[98.46760559  1.81050754],[91.54298401  1.80983698]
25,6.999931355387649,6.999984765295348,6.920486482520069,[111.90888977   1.81149137],[104.90895844   1.81096303],[97.90897369  1.81038237],[90.98848724  1.80971348]
26,6.999931355477741,6.999984765285149,6.915824922252981,[111.32304382   1.81135476],[104.32311249   1.81082523],[97.32312775  1.81024468],[90.40730286  1.80957818]
27,6.999931355631339,6.99998476528495,6.910553010255242,[110.70980835   1.81120813],[103.70987701   1.81067657],[96.70989227  1.81009603],[89.79933929  1.8094337 ]
28,6.999938985261356,6.999984765275674,6.904899628375686,[110.06916809   1.81105363],[103.06922913   1.81051898],[96.06924438  1.80993855],[89.16434479  1.80928206]
29,6.999946614930403,6.999984765275362,6.8987961121126915,[109.40102386   1.81089282],[102.40107727   1.81035459],[95.40109253  1.80977416],[88.50229645  1.80912471]
30,6.999946615252458,6.999984765275177,6.892227202657971,[108.70528412   1.81072819],[101.70533752   1.81018579],[94.70535278  1.80960536],[87.81312561  1.80896437]
31,6.999946615632887,6.999984765295448,6.885337858512087,[107.98188782   1.81056225],[100.98194122   1.81001496],[93.98195648  1.80943429],[87.09661865  1.8088032 ]
32,6.999961874862144,6.999984765315215,6.878181485485208,[107.23079681   1.81039762],[100.23083496   1.80984473],[93.23085022  1.80926383],[86.35266876  1.80864358]
33,6.999977134105482,6.999984765344419,6.870780971838624,[106.45198059   1.81023705],[99.45200348  1.80967844],[92.45201874  1.80909717],[85.58123779  1.80848789]
34,6.9999923933343915,6.999984765374211,6.863365199460179,[105.64553833   1.81008387],[98.64554596  1.80951977],[91.64556122  1.80893815],[84.78219604  1.80833936]
35,7.000000023211521,6.999984765384031,6.855972315361345,[104.81150055   1.80994213],[97.81150055  1.80937207],[90.81151581  1.80879033],[83.95554352  1.80820107]
36,7.000015282459294,6.999984765413862,6.8485412843014215,[103.94973755   1.80981207],[96.94972229  1.80923641],[89.94973755  1.80865431],[83.10119629  1.80807459]
37,7.000022912257418,6.99998476545353,6.84108736515916,[103.06021881   1.80969489],[96.06019592  1.80911434],[89.06021118  1.80853176],[82.21912384  1.80796051]
38,7.000022912604595,6.999984765503062,6.833648704913118,[102.14289856   1.80959117],[95.14287567  1.80900645],[88.14289093  1.80842328],[81.30924225  1.8078593 ]
39,7.000022912884903,6.999984765542804,6.826164268413684,[101.19766235   1.80950046],[94.19763947  1.8089124 ],[87.19765472  1.80832875],[80.37149048  1.80777073]
40,7.00004580126843,6.999984765612416,6.818687461486982,[100.22455597   1.80942261],[93.22451019  1.80883217],[86.22452545  1.80824769],[79.40583801  1.80769348]
41,7.000053430763857,6.99998476569221,6.811195395878721,[99.22351074  1.8093555 ],[92.22345734  1.80876386],[85.2234726   1.80817842],[78.41227722  1.80762672]
42,7.000053430814245,6.9999847657220435,6.803703330406108,[98.19444275  1.80929697],[91.19438934  1.80870473],[84.1944046   1.80811894],[77.39070129  1.80756807]
43,7.000061060188553,6.9999847657420995,6.796211265078358,[97.1374054   1.80924475],[90.13734436  1.80865276],[83.13735962  1.80806673],[76.34114838  1.80751491]
44,7.000076318947369,6.999984765742085,6.788696311635446,[96.05239105  1.80919588],[89.05231476  1.80860424],[82.05233002  1.80801821],[75.26363373  1.8074646 ]
45,7.000083948261406,6.999984765712054,6.781196617041042,[94.93932343  1.8091464 ],[87.9392395   1.80855572],[80.93925476  1.80797005],[74.15805817  1.80741394]
46,7.000083948160916,6.99998476569211,6.773696922487427,[93.79825592  1.80909383],[86.798172    1.80850434],[79.79818726  1.80791891],[73.02449036  1.80735981]
47,7.0000915774350725,6.999984765642286,6.766204857330187,[92.62914276  1.80903471],[85.62905121  1.80844665],[78.62906647  1.8078618 ],[71.86286163  1.80729973]
48,7.000099206719512,6.999984765602463,6.7587204215196355,[91.43200684  1.80896688],[84.43190765  1.80838013],[77.43192291  1.80779576],[70.67320251  1.80723131]
49,7.000114465418717,6.999977136207987,6.75123598561034,[90.20684814  1.80888867],[83.2067337  1.808303 ],[76.20675659  1.80771863],[69.45552063  1.80715299]
50,7.000114465368859,6.999977136148328,6.743759179075961,[88.95368958  1.80879927],[81.95357513  1.80821419],[74.95359802  1.80763054],[68.20983887  1.80706394]
51,7.0001297240781675,6.999977136138389,6.7362823725019085,[87.67258453  1.80869877],[80.67245483  1.80811465],[73.67247772  1.80753112],[66.93619537  1.80696404]
52,7.000129724008684,6.999977136188088,6.728820824636617,[86.36363983  1.80858815],[79.36351013  1.80800486],[72.36353302  1.80742073],[65.63471222  1.80685413]
53,7.000137353373271,6.999977136267733,6.721374535490232,[85.02681732  1.80846906],[78.02667999  1.80788612],[71.02670288  1.80730104],[64.30532837  1.80673575]
54,7.000152612172237,6.999977136297648,6.7139358757182555,[83.66226196  1.80834365],[76.66210938  1.8077606 ],[69.66213226  1.80717516],[62.94819641  1.80661142]
55,7.000160241616483,6.999977136347524,6.706512474685426,[82.27001953  1.80821466],[75.26985931  1.80763102],[68.2698822   1.80704498],[61.56336975  1.80648339]
56,7.000175500494971,6.99997713634751,6.699104332432248,[80.85006714  1.80808413],[73.84989166  1.80749941],[66.84991455  1.80691338],[60.15081024  1.80635405]
