,c1_c2,c2_c0,c0_c3,p1,p2,p3,p4
0,7.000000000000008,7.000000000000008,7.000000000000008,[104.499405     1.81110471],[118.49940495   1.81227389],[111.49940497   1.8116893 ],[97.49940502  1.81052012]
1,7.000000024411422,7.000000024411422,6.999923730436333,[104.49638367   1.81110311],[118.49638367   1.81227231],[111.49638367   1.81168771],[97.49645996  1.81051886]
2,7.000000024411422,7.000000024411422,6.99880983879862,[104.48191071   1.81110215],[118.48191071   1.81227136],[111.48191071   1.81168675],[97.48310089  1.81051838]
3,7.000000024411422,7.000000024411422,6.996536278988705,[104.44967651   1.81109941],[118.44967651   1.81226861],[111.44967651   1.81168401],[97.45314026  1.81051862]
4,7.0000458007882225,7.000022912605291,6.993400597462469,[104.39601135   1.81109619],[118.39608002   1.81226563],[111.39603424   1.81168091],[97.40261078  1.81052005]
5,6.999786401504748,7.000137353522903,6.99060823876965,[104.32125092   1.81109655],[118.32117462   1.81226754],[111.32138824   1.81168127],[97.3306427   1.81052411]
6,6.99978640181625,7.000144982817393,6.987625145128942,[104.22468567   1.81109762],[118.224617     1.81227112],[111.22483063   1.81168115],[97.23706055  1.81052995]
7,6.999786402158025,7.000152612123014,6.984619163212073,[104.10605621   1.81109798],[118.10599518   1.81227446],[111.1062088    1.81168044],[97.12143707  1.81053627]
8,6.999786402615319,7.000152612003139,6.981613181195625,[103.96520996   1.81109738],[117.96514893   1.81227779],[110.96536255   1.81167841],[96.9835968   1.81054294]
9,6.999786403148868,7.000160241249922,6.97854616398234,[103.80180359   1.81109536],[117.80175018   1.81228018],[110.80196381   1.81167459],[96.82325745  1.81054878]
10,6.9997864037306075,7.000167870515825,6.975425740925092,[103.61553192   1.81109083],[117.61548615   1.81228077],[110.61569977   1.81166852],[96.6401062   1.81055331]
11,6.999786404369424,7.00016787035969,6.972297688438568,[103.40613556   1.81108356],[117.40608978   1.81227887],[110.40630341   1.81165934],[96.43383789  1.8105557 ]
12,6.999786405059519,7.000167870193294,6.969116230132364,[103.1733017    1.81107235],[117.17325592   1.81227338],[110.17346954   1.8116461 ],[96.20418549  1.8105551 ]
13,6.999786405812291,7.00016787001775,6.965904254211998,[102.91677856   1.81105649],[116.91673279   1.81226373],[109.91694641   1.8116281 ],[95.95087433  1.81055057]
14,6.999794035959012,7.000175499236843,6.962654131328011,[102.6362915    1.81103539],[116.63626099   1.81224871],[109.63646698   1.81160486],[95.67363739  1.81054091]
15,6.999801666181071,7.00017549905294,6.959365861440492,[102.33159637   1.81100762],[116.33157349   1.81222761],[109.33177185   1.81157482],[95.37223053  1.8105253 ]
16,6.999801666975514,7.000183128284019,6.956054703389263,[102.00242615   1.81097269],[116.00241089   1.81219912],[109.00260925   1.81153786],[95.04637146  1.81050253]
17,6.999801667768786,7.000183128120694,6.952720657182922,[101.64855194   1.81092954],[115.64853668   1.81216228],[108.64873505   1.81149268],[94.6958313   1.81047142]
18,6.999809297909268,7.000183127948388,6.949348464054384,[101.26973724   1.81087756],[115.26972961   1.81211591],[108.26992035   1.81143856],[94.32038879  1.810431  ]
19,6.999809298686701,7.000183127767238,6.945953382813828,[100.86573792   1.81081581],[114.86573029   1.81205988],[107.86592102   1.81137455],[93.91978455  1.81037998]
20,6.999809299343488,7.000190756990279,6.9425201546676965,[100.4363327    1.81074393],[114.4363327    1.81199253],[107.43652344   1.81130052],[93.49381256  1.81031799]
21,6.999809299970954,7.000190756867232,6.939048779619189,[99.98133087  1.81066096],[113.98133087   1.81191432],[106.98152161   1.811216  ],[93.0422821   1.81024396]
22,6.999809300472241,7.000190756753855,6.9355392577147725,[99.5005188   1.81056726],[113.5005188   1.8118242],[106.50070953   1.81112087],[92.56497955  1.81015742]
23,6.999809300855569,7.000198386045549,6.931983959582344,[98.99359131  1.81046331],[112.99359894   1.81172276],[105.99378967   1.81101561],[92.06160736  1.81005836]
