,c1_c2,c2_c0,c0_c3,p1,p2,p3,p4
0,7.000000000000008,7.000000000000008,7.000000000000008,[104.499405     1.81110471],[118.49940495   1.81227389],[111.49940497   1.8116893 ],[97.49940502  1.81052012]
1,7.000000024411422,7.000000024411422,6.999923730436333,[104.49638367   1.81110311],[118.49638367   1.81227231],[111.49638367   1.81168771],[97.49645996  1.81051886]
2,7.000000024411422,7.000000024411422,6.99880983879862,[104.48191071   1.81110215],[118.48191071   1.81227136],[111.48191071   1.81168675],[97.48310089  1.81051838]
3,6.999969506793725,7.000000024411422,6.996284509049302,[104.44979095   1.81110108],[118.44976044   1.81226981],[111.44979095   1.81168568],[97.45350647  1.81051934]
4,6.999900841945451,7.000000024411422,6.993553185796519,[104.39662933   1.8111043 ],[118.39653015   1.81226945],[111.39662933   1.8116889 ],[97.40307617  1.81052279]
5,6.999794030186104,6.999992395006494,6.990493798739339,[104.32210541   1.81110942],[118.32189178   1.8122716 ],[111.32209778   1.81169391],[97.33161163  1.81052625]
6,6.999801659403324,6.999992395006494,6.987297082741357,[104.2257843    1.81111526],[118.22557831   1.81227529],[111.22577667   1.81169975],[97.23848724  1.81052852]
7,6.999801659217458,6.999992395007489,6.9841385137071965,[104.10741425   1.81112099],[118.10720825   1.81227875],[111.10740662   1.81170547],[97.12327576  1.81053078]
8,6.999809288406846,6.999992395007489,6.980918909580892,[103.96681213   1.81112683],[117.96661377   1.81228209],[110.9668045    1.81171131],[96.98589325  1.81053245]
9,6.999832176388089,6.999992394986591,6.9776306409681705,[103.8036499    1.81113219],[117.80347443   1.81228471],[110.80364227   1.81171644],[96.82601929  1.81053293]
10,6.999832176155411,6.9999923949677045,6.97431948420585,[103.61765289   1.81113601],[117.61747742   1.81228542],[110.61764526   1.81172001],[96.64333344  1.8105315 ]
11,6.999832175945071,6.999992394946808,6.9709625510926125,[103.40851593   1.81113744],[117.40834045   1.81228399],[110.4085083    1.81172121],[96.43755341  1.81052756]
12,6.999832175677488,6.999992394926929,6.96757510044743,[103.17596436   1.81113589],[117.17578888   1.81227887],[110.17595673   1.81171942],[96.20838928  1.81052017]
13,6.999832175410517,6.999992394898121,6.96414187346151,[102.91972351   1.81113017],[116.91954803   1.81226945],[109.91971588   1.81171334],[95.95558167  1.81050837]
14,6.999839804531695,6.9999923948782765,6.960655240730928,[102.63951111   1.81111932],[116.63934326   1.81225491],[109.63950348   1.81170225],[95.6788559   1.81049132]
15,6.999847433663936,6.999992394847495,6.957138090440019,[102.33507538   1.81110227],[116.33491516   1.81223416],[109.33506775   1.81168485],[95.37793732  1.81046796]
16,6.999847433374906,6.999992394827657,6.95359805194959,[102.00618744   1.81107783],[116.00602722   1.81220579],[109.00617981   1.81166017],[95.05258942  1.81043744]
17,6.999855062518742,6.999992394797914,6.950004607670048,[101.65258789   1.81104493],[115.6524353    1.81216931],[108.65258026   1.81162691],[94.70258331  1.81039882]
18,6.999862691673228,6.999992394779105,6.946373016389489,[101.27403259   1.81100237],[115.27388763   1.81212342],[108.27402496   1.81158412],[94.32765961  1.81035089]
19,6.9998703208666395,6.99999239476819,6.942726166280576,[100.87031555   1.81094933],[114.87017822   1.81206763],[107.87030792   1.81153095],[93.92758942  1.81029296]
20,6.999877950050945,6.999992394749379,6.939056427979778,[100.44120789   1.81088543],[114.44107819   1.81200075],[107.44120026   1.81146681],[93.50215149  1.81022429]
21,6.999877949870484,6.999992394728885,6.93535617200235,[99.98649597  1.81080961],[113.98636627   1.81192231],[106.98648834   1.81139076],[93.05113983  1.81014478]
22,6.99987794972491,6.9999923946999,6.9316330277976155,[99.50598907  1.81072152],[113.50585938   1.81183195],[106.50598145   1.8113023 ],[92.57435608  1.81005347]
23,6.999877949652815,6.999992394669938,6.927963289217822,[98.99947357  1.81062114],[112.99934387   1.81173027],[105.99946594   1.81120157],[92.07151031  1.80995131]
