,c1_c2,c2_c3,c3_c0,p1,p2,p3,p4
0,7.000000000000008,7.000000000000008,7.000000000000008,[97.49940502  1.81052012],[118.49940495   1.81227389],[111.49940497   1.8116893 ],[104.499405     1.81110471]
1,7.000000024411422,7.000000024411422,6.999923730436333,[97.49645996  1.81051886],[118.49638367   1.81227231],[111.49638367   1.81168771],[104.49638367   1.81110311]
2,7.000000024411422,7.000000024411422,6.99880983879862,[97.48310089  1.81051838],[118.48191071   1.81227136],[111.48191071   1.81168675],[104.48191071   1.81110215]
3,7.000000024411422,7.000000024411422,6.996536278988705,[97.45314026  1.81051862],[118.44967651   1.81226861],[111.44967651   1.81168401],[104.44967651   1.81109941]
4,7.0000458007882225,7.000022912605291,6.993400597462469,[97.40261078  1.81052005],[118.39608002   1.81226563],[111.39603424   1.81168091],[104.39601135   1.81109619]
5,6.999885583623422,7.000122094792724,6.99049379799949,[97.33081818  1.8105216 ],[118.32131958   1.81226742],[111.32143402   1.81168127],[104.32131195   1.81109583]
6,6.999885583893669,7.000122094793747,6.987518334230071,[97.23723602  1.81051958],[118.22476196   1.81226969],[111.2248764    1.81168032],[104.22475433   1.81109488]
7,6.999885584236118,7.000122094793733,6.9845276116918535,[97.12162018  1.81051636],[118.1061554    1.81227183],[111.10626984   1.81167841],[104.10614777   1.81109297]
8,6.999885584662351,7.000122094792738,6.981514001000778,[96.98378754  1.81051159],[117.96530914   1.81227374],[110.96542358   1.81167531],[103.96530151   1.81108987]
9,6.999885585164166,7.000122094793747,6.978446984547985,[96.82345581  1.81050467],[117.8019104    1.81227434],[110.80202484   1.81167006],[103.80190277   1.81108463]
10,6.999885585681261,7.0001297241976825,6.9753341917592335,[96.64031219  1.81049502],[117.61566162   1.81227279],[110.61577606   1.81166255],[103.61564636   1.811077  ]
11,6.999885586297943,7.000129724197668,6.972198510776938,[96.43406677  1.81048203],[117.40628052   1.81226873],[110.40639496   1.81165147],[103.40626526   1.81106591]
12,6.99988558692168,7.000144982986635,6.969032312237743,[96.204422    1.81046498],[117.1734848    1.81226087],[110.17359924   1.81163657],[103.17345428   1.81105101]
13,6.999885587617057,7.000144982986621,6.9658203373319605,[95.95113373  1.81044292],[116.91698456   1.81224871],[109.917099     1.81161666],[102.91695404   1.8110311 ]
14,6.999885588342781,7.000144982986635,6.962577844849513,[95.67392731  1.81041539],[116.63653564   1.8122313 ],[109.63665009   1.81159127],[102.63650513   1.81100571]
15,6.999885589099721,7.000144982986621,6.959297205405312,[95.37253571  1.81038117],[116.3318634    1.81220758],[109.33197784   1.81155932],[102.33183289   1.81097376]
16,6.9998855898551335,7.000144982976649,6.955993677769033,[95.04669952  1.81033993],[116.00272369   1.81217647],[109.00283813   1.8115201 ],[102.00269318   1.81093466]
