,c1_c2,c2_c3,c3_c0
81,7.0004616024219475,6.999895120087878,6.588792826637666
82,7.00047495396112,6.999895120207128,6.58553507494372
83,7.000492120307155,6.9998913056594185,6.582284952104722
84,7.000505471956899,6.999887491132089,6.579045319228776
85,7.000518823607536,6.999881769196392,6.5758190375983805
86,7.0005302678197046,6.999878908213668,6.572596570774829
87,7.000539804593043,6.999876047150513,6.569386978916867
88,7.0005493412155255,6.9998741396416895,6.566185970787943
89,7.0005588777184125,6.999871278379211,6.563468714731575
90,7.000563645741679,6.999867940260916,6.563185653600016
91,7.000569367422045,6.999866032665339,6.568045282044616
92,7.00056936716682,6.99986650933528,6.580041254715548
93,7.000571751274398,6.999865138369586,6.600834586727774
94,7.000571751421169,6.999865198072392,6.631684361492203
95,7.000571274928398,6.999864893638468,6.673530456174855
96,7.000568652850184,6.9998645806275634,6.727102683945294
97,7.000565345384838,6.999863436473117,6.792749308597927
98,7.000561079024365,6.999863798389834,6.870538570763126
99,7.000556715526093,6.999866631322666,6.960378827616975
100,7.000552085837045,6.999869916642595,7.061990771436002
101,7.000548190832948,6.9998699433029445,7.174971251629876
102,7.000546371442221,6.999870401760388,7.298858285126646
103,7.000544257844146,6.999873224202751,7.43320853605556
104,7.000541425200476,6.999873819508908,7.577609504334328
105,7.0005392159045465,6.9998717960757135,7.731643987828851
106,7.000535965990959,6.9998759657740015,7.894945289037629
107,7.000531757691704,6.999879243037784,8.067331521283942
108,7.000533037768265,6.999880169292051,8.248598238263595
109,7.000533092073585,6.999877999649979,8.438643989963733
110,7.000532850999874,6.999871766299611,8.637372613800194
111,7.000527616500285,6.999872561892904,8.844754912517981
112,7.000520735894379,6.999874807694725,9.060784353413531
113,7.0005102057195385,6.999876598569267,9.285561270634666
114,7.000502193581402,6.999881528877817,9.519206581083031
115,7.000496720033343,6.9998823095510945,9.761762808997457
116,7.0004963678913565,6.999882271137587,10.013282949071685
117,7.000484170988561,6.999882840674479,10.273783666610228
118,7.000467768686501,6.999892933481445,10.543291187032821
119,7.0004501600803835,6.999895999795609,10.821853901063724
120,7.000439089233471,6.9999078580105785,11.109448022153174
121,7.000433215722202,6.999908148457517,11.406114556607587
122,7.000433312665593,6.999900896085996,11.711827340620722
123,7.000420800674343,6.999896895084646,12.026419185683041
124,7.000387840031039,6.999909896901436,12.349752490188731
125,7.0003401905149865,6.999932333703744,12.68176741389947
126,7.00028314071358,6.999970456546514,13.022470341892719
127,7.000258756268787,6.99998417693844,13.371999426647127
128,7.000243348454201,6.999984172473156,13.730204691453645
129,7.000231027112277,6.99996203572882,14.096754898845399
130,7.000175687033357,6.999957733166737,14.471023828729777
131,7.000048285380151,7.000022487170204,14.852716766867037
132,6.999905136857105,7.000118317155203,15.24217006753631
133,6.9997950506739635,7.0001711396278745,15.639951394718631
134,6.999752490060693,7.000168055202349,16.045880513450996
135,6.999741018197933,7.000099694946227,16.458463271099518
136,6.999675829401093,7.000063336437069,16.87523246929204
137,6.999452939269389,7.000143700085449,17.295216493572276
138,6.999110138741785,7.000340728684778,17.720116512741903
139,6.9987779167026565,7.000556194846117,18.15250935826512
140,6.998607813999714,7.000623171870336,18.59071359087259
141,6.998559805186998,7.000527590088298,19.026845658887485
142,6.998460091834264,7.000401470114318,19.451532997723326
143,6.9980653140777305,7.000481028252999,19.833535352732337
144,6.9973241880509125,7.000855299098988,20.115504206585577
145,6.996497772164255,7.001368463864284,20.301811230302985
146,6.995940485902946,7.001658579267083,20.401487059265556
147,6.995799524572425,7.001532729268437,20.44095039746225
148,6.995701127045546,7.001192016986058,20.453180853946733
149,6.995069792339735,7.001163133016746,20.467459500814805
150,6.99358202309308,7.001828220912857,20.483638190155386
151,6.991699445200525,7.002947448253642,20.502123307592527
152,6.99030192626273,7.003785588037822,20.524940482582164
153,6.989848308288503,6.974992709289063,20.58159403004489
154,6.989773217022406,6.8630690079433,20.725474925988102
155,6.988729439699374,6.668248997611279,20.956961145190366
156,6.985857502026713,6.39137159657286,21.274154025367253
157,6.9527633874546995,6.069319413366004,21.667491384810575
158,6.836413128688375,5.775131519045339,22.11636068644015
159,6.63722517656806,5.532488774115031,22.59675314475242
160,6.3861299323510545,5.371554537293545,23.07699559078614
161,6.156165325970229,5.273043072708725,23.55620890815565
162,5.960974201506621,5.222746773918468,24.034265062122895
163,5.840498433584798,5.179967309307843,24.510165095203046
164,5.795434204443558,5.137940173326824,24.98386966361927
165,5.805871492571754,5.096689703598347,25.454903548845156
166,5.852467291682128,5.056011425963249,25.92225122043294
167,5.899599260811929,5.0159618908419175,26.38601754387631
168,5.9461296851255,4.976445398040161,26.845836306182445
169,5.991966465541232,4.937427570256103,27.301313021409392
170,6.036956653897354,4.898874632534522,27.752082372871566
171,6.081008255234075,4.860648084065042,28.19785193629598
172,6.124029297955135,4.822731253330849,28.63829816173081
173,6.165836539375717,4.785048217189718,29.073255106844943
174,6.206414148829953,4.747554339739464,29.502483424175797
175,6.245594368391727,4.710191986731043,29.925840558373196
176,6.2832398136544185,4.6729634780788905,30.343224462308452
177,6.319213458275262,4.635828558230431,30.754533262345653
178,6.353545438602442,4.598719712687417,31.159731450709156
179,6.3860228259401035,4.561717126328057,31.558837840146502
180,6.416660941805112,4.52478606510549,31.951828261843332
181,6.445277694211277,4.4880368436053315,32.33884258743693
182,6.471949541254116,4.45145255313713,32.72000335552953
183,6.496555624692341,4.415187566862721,33.09540506514165
184,6.519081766164772,4.379324830783029,33.46523859133519
185,6.539529001210234,4.343988341811361,33.82971634343926
186,6.557791836877428,4.309210326704078,34.18848515323556
187,6.5740245120249545,4.2752575534985455,34.54242185126665
188,6.588122298700823,4.242249433477447,34.89128420494604
189,6.600194015088039,4.2103515242609495,35.235352467676854
190,6.610485200602663,4.179830823121703,35.57554031351651
191,6.6191049181968165,4.1509061830704255,35.91219469234365
192,6.626207881937837,4.123826850502363,36.245613798059644
193,6.6317529768069345,4.098810642667859,36.575753053918746
194,6.636137503650809,4.076057748436058,36.90345385464016
195,6.639502084343302,4.055839357514815,37.22901049090582
196,6.642047750314633,4.038262371747975,37.55295558790284
197,6.643963197375116,4.023700935516439,37.87527584421226
198,6.645478402400558,4.012254160822272,38.19664780536807
199,6.646856072026297,4.004086694563188,38.517464064637494
200,6.648313557071259,3.9993562920405465,38.83813640220644
201,6.6501288970048265,3.99818228048601,39.15906897473925
