,c1_c2,c2_c3,c3_c0,p1,p2,p3,p4
0,7.000000000000008,7.000000000000008,7.000000000000008,[97.49940502  1.81052012],[118.49940495   1.81227389],[111.49940497   1.8116893 ],[104.499405     1.81110471]
1,7.000000024411422,7.000000024411422,6.999923730436333,[97.49645996  1.81051886],[118.49638367   1.81227231],[111.49638367   1.81168771],[104.49638367   1.81110311]
2,7.000000024411422,7.000000024411422,6.998786950645044,[97.48323822  1.81051791],[118.48202515   1.81227124],[111.48202515   1.81168664],[104.48202515   1.81110203]
3,7.000000024411422,7.000000024411422,6.996833825881582,[97.45288849  1.81051528],[118.44972229   1.81227136],[111.44972229   1.81168675],[104.44972229   1.81110215]
4,7.000000024411422,7.000000024411422,6.994758630416915,[97.40189362  1.81051421],[118.39665222   1.81226838],[111.39665222   1.81168377],[104.39665222   1.81109917]
5,7.000000024411422,7.000000024411422,6.992668175964539,[97.32951355  1.81051481],[118.3221817    1.81226468],[111.3221817    1.81168008],[104.3221817    1.81109548]
6,7.000000024411422,7.000000024411422,6.9904403924142615,[97.23534393  1.81051469],[118.2257843    1.81226027],[111.2257843    1.81167567],[104.2257843    1.81109107]
7,7.0000000244014675,7.000000024411422,6.988227867557266,[97.11912537  1.81051397],[118.10735321   1.81225395],[111.10735321   1.81166947],[104.10735321   1.81108487]
8,7.000000024411422,7.000000024411422,6.985969566250976,[96.98071289  1.81051219],[117.96668243   1.81224573],[110.96668243   1.81166112],[103.96668243   1.81107652]
9,7.000000024411422,7.000000024411422,6.983696006104268,[96.81977081  1.81050861],[117.8034668    1.81223488],[110.8034668    1.81165028],[103.8034668    1.81106567]
10,7.000000024411422,7.000000024411422,6.981376669531737,[96.63601685  1.81050265],[117.61739349   1.81222081],[110.61739349   1.81163621],[103.61739349   1.81105161]
11,7.000000024411422,7.000000024411422,6.97903444472024,[96.42914581  1.81049371],[117.40818024   1.81220293],[110.40818024   1.81161833],[103.40818024   1.81103373]
12,7.0000000244014675,7.00000002442138,6.97666933167325,[96.19888306  1.81048107],[117.17555237   1.81218052],[110.17555237   1.81159604],[103.17555237   1.81101131]
13,7.0000000244014675,7.00000002442138,6.974273701051925,[95.94496155  1.81046343],[116.91923523   1.81215298],[109.91923523   1.8115685 ],[102.91923523   1.81098378]
14,7.0000000244014675,7.00000002442138,6.971832294007609,[95.66711426  1.81044078],[116.63894653   1.81211948],[109.63894653   1.811535  ],[102.63894653   1.81095028]
15,7.000000024411422,7.000000024411422,6.969383257601803,[95.36505127  1.81041133],[116.33443451   1.81207943],[109.33443451   1.81149483],[102.33443451   1.81091022]
16,7.0000000243915155,7.00000002442138,6.966911333003836,[95.03855896  1.81037486],[116.00547028   1.81203187],[109.00547028   1.8114475 ],[102.00547028   1.81086278]
